,Season,Home,Away,Date,Percent_Tickets_Sold,Game_id,Total_All_Stars,Home_All_Star,Away_All_Star,Month,Day_of_Week,Home_Top_Jersey_Sellers,Away_Top_Jersey_Sellers,Holiday,Weekend,Weekday,Total_Top_Jersey_Sellers,Past_Playoff_Teams
0,2013,IND,ORL,2013-10-29,1.0,21300001,2.0,2,0,10,1,1,0,0,0,1,1,0
1,2013,LAL,LAC,2013-10-29,1.0,21300003,3.0,1,2,10,1,1,2,0,0,1,3,0
2,2013,MIA,CHI,2013-10-29,1.0,21300002,4.0,3,1,10,1,3,2,0,0,1,5,1
3,2013,PHX,POR,2013-10-30,0.8091783630342217,21300015,2.0,0,2,10,2,0,1,0,0,1,1,0
4,2013,SAC,DEN,2013-10-30,1.0,21300016,0.0,0,0,10,2,0,0,0,0,1,0,0
5,2013,NOP,IND,2013-10-30,1.0,21300011,3.0,1,2,10,2,1,1,0,0,1,2,0
6,2013,MIN,ORL,2013-10-30,0.8586484810911346,21300010,1.0,1,0,10,2,1,0,0,0,1,1,0
7,2013,HOU,CHA,2013-10-30,1.0,21300009,2.0,2,0,10,2,3,0,0,0,1,3,0
8,2013,SAS,MEM,2013-10-30,1.0,21300013,1.0,1,0,10,2,2,0,0,0,1,2,1
9,2013,DET,WAS,2013-10-30,0.9285964648740674,21300007,1.0,0,1,10,2,0,1,0,0,1,1,0
10,2013,PHI,MIA,2013-10-30,0.9207988980716252,21300005,3.0,0,3,10,2,1,3,0,0,1,4,0
11,2013,GSW,LAL,2013-10-30,1.0,21300017,2.0,1,1,10,2,1,1,0,0,1,2,0
12,2013,NYK,MIL,2013-10-30,1.0,21300008,1.0,1,0,10,2,2,0,0,0,1,2,0
13,2013,DAL,ATL,2013-10-30,1.0,21300012,2.0,1,1,10,2,1,0,0,0,1,1,0
14,2013,UTA,OKC,2013-10-30,1.0,21300014,1.0,0,1,10,2,0,2,0,0,1,2,0
15,2013,TOR,BOS,2013-10-30,1.0,21300006,1.0,1,0,10,2,0,1,0,0,1,1,0
16,2013,CLE,BRK,2013-10-30,1.0,21300004,2.0,1,1,10,2,1,2,0,0,1,3,0
17,2013,LAC,GSW,2013-10-31,1.0,21300019,3.0,2,1,10,3,2,1,0,0,1,3,0
18,2013,CHI,NYK,2013-10-31,1.0,21300018,2.0,1,1,10,3,2,2,0,0,1,4,0
19,2013,PHX,UTA,2013-11-01,0.5415023918414551,21300030,0.0,0,0,11,4,0,0,0,0,1,0,0
20,2013,WAS,PHI,2013-11-01,0.6859893888779721,21300022,1.0,1,0,11,4,1,1,0,0,1,2,0
21,2013,SAC,LAC,2013-11-01,1.0,21300031,2.0,0,2,11,4,0,2,0,0,1,2,0
22,2013,MIN,OKC,2013-11-01,0.801301921884687,21300027,2.0,1,1,11,4,1,2,0,0,1,3,0
23,2013,BRK,MIA,2013-11-01,1.0,21300028,4.0,1,3,11,4,2,3,0,0,1,5,0
24,2013,CHA,CLE,2013-11-01,0.8888714158410651,21300020,1.0,0,1,11,4,0,1,0,0,1,1,0
25,2013,ATL,TOR,2013-11-01,1.0,21300023,2.0,1,1,11,4,0,0,0,0,1,0,0
26,2013,MEM,DET,2013-11-01,1.0,21300026,0.0,0,0,11,4,0,0,0,0,1,0,0
27,2013,HOU,DAL,2013-11-01,1.0,21300025,3.0,2,1,11,4,3,1,0,0,1,4,0
28,2013,BOS,MIL,2013-11-01,1.0,21300024,0.0,0,0,11,4,1,0,0,0,1,1,0
29,2013,ORL,NOP,2013-11-01,1.0,21300021,1.0,0,1,11,4,0,1,0,0,1,1,0
30,2013,LAL,SAS,2013-11-01,1.0,21300032,2.0,1,1,11,4,1,2,0,0,1,3,1
31,2013,DEN,POR,2013-11-01,1.0,21300029,2.0,0,2,11,4,0,1,0,0,1,1,0
32,2013,NOP,CHA,2013-11-02,0.8061303136301654,21300035,1.0,1,0,11,5,1,0,0,1,0,1,0
33,2013,PHI,CHI,2013-11-02,0.5527351436442346,21300034,1.0,0,1,11,5,1,2,0,1,0,3,0
34,2013,MIL,TOR,2013-11-02,0.7145910135171235,21300037,1.0,0,1,11,5,0,0,0,1,0,0,0
35,2013,IND,CLE,2013-11-02,0.7882741535920726,21300033,3.0,2,1,11,5,1,1,0,1,0,2,0
36,2013,UTA,HOU,2013-11-02,0.9585153935010798,21300038,2.0,0,2,11,5,0,3,0,1,0,3,0
37,2013,GSW,SAC,2013-11-02,1.0,21300040,1.0,1,0,11,5,1,0,0,1,0,1,0
38,2013,POR,SAS,2013-11-02,0.8597827096294921,21300039,3.0,2,1,11,5,1,2,0,1,0,3,0
39,2013,DAL,MEM,2013-11-02,1.0,21300036,1.0,1,0,11,5,1,0,0,1,0,1,0
40,2013,DET,BOS,2013-11-03,0.4999749636973612,21300041,0.0,0,0,11,6,0,1,0,1,0,1,0
41,2013,ORL,BRK,2013-11-03,0.6233683540273798,21300043,1.0,0,1,11,6,0,2,0,1,0,2,0
42,2013,OKC,PHX,2013-11-03,1.0,21300044,1.0,1,0,11,6,2,0,0,1,0,2,0
43,2013,LAL,ATL,2013-11-03,1.0,21300046,2.0,1,1,11,6,1,0,0,1,0,1,0
44,2013,MIA,WAS,2013-11-03,1.0,21300042,4.0,3,1,11,6,3,1,0,1,0,4,0
45,2013,NYK,MIN,2013-11-03,1.0,21300045,2.0,1,1,11,6,2,1,0,1,0,3,0
46,2013,PHI,GSW,2013-11-04,0.09100747737111374,21300048,1.0,0,1,11,0,1,1,0,0,1,2,0
47,2013,MEM,BOS,2013-11-04,0.7519730669462995,21300049,0.0,0,0,11,0,0,1,0,0,1,1,0
48,2013,CLE,MIN,2013-11-04,0.740297636416691,21300047,2.0,1,1,11,0,1,1,0,0,1,2,0
49,2013,LAC,HOU,2013-11-04,1.0,21300050,4.0,2,2,11,0,2,3,0,0,1,5,0
50,2013,DET,IND,2013-11-05,0.3420459666516449,21300053,2.0,0,2,11,1,0,1,0,0,1,1,0
51,2013,NOP,PHX,2013-11-05,0.5893757040374696,21300055,1.0,1,0,11,1,1,0,0,0,1,1,0
52,2013,SAC,ATL,2013-11-05,0.5598544782583589,21300059,1.0,0,1,11,1,0,0,0,0,1,0,0
53,2013,DEN,SAS,2013-11-05,0.6414513181936831,21300057,1.0,0,1,11,1,0,2,0,0,1,2,0
54,2013,POR,HOU,2013-11-05,0.6241990899804996,21300058,4.0,2,2,11,1,1,3,0,0,1,4,0
55,2013,BRK,UTA,2013-11-05,1.0,21300052,1.0,1,0,11,1,2,0,0,0,1,2,0
56,2013,TOR,MIA,2013-11-05,0.8656565656565657,21300051,4.0,1,3,11,1,0,3,0,0,1,3,0
57,2013,DAL,LAL,2013-11-05,1.0,21300056,2.0,1,1,11,1,1,1,0,0,1,2,0
58,2013,NYK,CHA,2013-11-05,1.0,21300054,1.0,1,0,11,1,2,0,0,0,1,2,0
59,2013,PHI,WAS,2013-11-06,-0.004624163715072806,21300063,1.0,0,1,11,2,1,1,0,0,1,2,0
60,2013,CHA,TOR,2013-11-06,0.16559207422550715,21300060,1.0,0,1,11,2,0,0,0,0,1,0,0
61,2013,MIL,CLE,2013-11-06,0.5322968424426991,21300066,1.0,0,1,11,2,0,1,0,0,1,1,0
62,2013,MEM,NOP,2013-11-06,0.6787902202108285,21300065,1.0,0,1,11,2,0,1,0,0,1,1,0
63,2013,MIN,GSW,2013-11-06,0.6076668733209339,21300067,2.0,1,1,11,2,1,1,0,0,1,2,0
64,2013,ORL,LAC,2013-11-06,0.6774912448264884,21300062,2.0,0,2,11,2,0,2,0,0,1,2,0
65,2013,BOS,UTA,2013-11-06,0.8395618556701031,21300064,0.0,0,0,11,2,1,0,0,0,1,1,0
66,2013,SAS,PHX,2013-11-06,0.9404929959821914,21300068,1.0,1,0,11,2,2,0,0,0,1,2,0
67,2013,IND,CHI,2013-11-06,1.0,21300061,3.0,2,1,11,2,1,2,0,0,1,3,0
68,2013,OKC,DAL,2013-11-06,1.0,21300069,2.0,1,1,11,2,2,1,0,0,1,3,0
69,2013,DEN,ATL,2013-11-07,0.6083529104672409,21300071,1.0,0,1,11,3,0,0,0,0,1,0,0
70,2013,HOU,LAL,2013-11-07,1.0,21300072,3.0,2,1,11,3,3,1,0,0,1,4,0
71,2013,MIA,LAC,2013-11-07,1.0,21300070,5.0,3,2,11,3,3,2,0,0,1,5,0
72,2013,IND,TOR,2013-11-08,0.4661161574456372,21300074,3.0,2,1,11,4,1,0,0,0,1,1,0
73,2013,MIN,DAL,2013-11-08,0.4132052076875388,21300080,2.0,1,1,11,4,1,1,0,0,1,2,0
74,2013,PHX,DEN,2013-11-08,0.5922830258108606,21300083,0.0,0,0,11,4,0,0,0,0,1,0,0
75,2013,PHI,CLE,2013-11-08,0.4973435655253837,21300076,1.0,0,1,11,4,1,1,0,0,1,2,0
76,2013,DET,OKC,2013-11-08,0.5646687697160884,21300078,1.0,0,1,11,4,0,2,0,0,1,2,0
77,2013,CHA,NYK,2013-11-08,0.7261623945064738,21300073,1.0,0,1,11,4,0,2,0,0,1,2,0
78,2013,WAS,BRK,2013-11-08,0.6913932010218118,21300077,2.0,1,1,11,4,1,2,0,0,1,3,0
79,2013,ORL,BOS,2013-11-08,0.8629947999575507,21300075,0.0,0,0,11,4,0,1,0,0,1,1,0
80,2013,POR,SAC,2013-11-08,0.6368279320271149,21300084,2.0,2,0,11,4,1,0,0,0,1,1,0
81,2013,NOP,LAL,2013-11-08,1.0,21300081,2.0,1,1,11,4,1,1,0,0,1,2,0
82,2013,SAS,GSW,2013-11-08,1.0,21300082,2.0,1,1,11,4,2,1,0,0,1,3,1
83,2013,CHI,UTA,2013-11-08,1.0,21300079,1.0,1,0,11,4,2,0,0,0,1,2,0
84,2013,ATL,ORL,2013-11-09,0.6832714578600322,21300086,1.0,1,0,11,5,0,0,0,1,0,0,0
85,2013,SAC,POR,2013-11-09,0.7880695270543396,21300093,2.0,0,2,11,5,0,1,0,1,0,1,0
86,2013,MIL,DAL,2013-11-09,0.7575466153763958,21300092,1.0,0,1,11,5,0,1,0,1,0,1,0
87,2013,MEM,GSW,2013-11-09,0.8752690545835863,21300091,1.0,0,1,11,5,0,1,0,1,0,1,0
88,2013,TOR,UTA,2013-11-09,0.7384848484848485,21300085,1.0,1,0,11,5,0,0,0,1,0,0,0
89,2013,BRK,IND,2013-11-09,1.0,21300087,3.0,1,2,11,5,2,1,0,1,0,3,0
90,2013,HOU,LAC,2013-11-09,1.0,21300090,4.0,2,2,11,5,3,2,0,1,0,5,0
91,2013,MIA,BOS,2013-11-09,1.0,21300089,3.0,3,0,11,5,3,1,0,1,0,4,0
92,2013,CLE,PHI,2013-11-09,1.0,21300088,1.0,1,0,11,5,1,1,0,1,0,2,0
93,2013,PHX,NOP,2013-11-10,0.3829574725332493,21300096,1.0,0,1,11,6,0,1,0,1,0,1,0
94,2013,OKC,WAS,2013-11-10,1.0,21300095,2.0,1,1,11,6,2,1,0,1,0,3,0
95,2013,LAL,MIN,2013-11-10,1.0,21300097,2.0,1,1,11,6,1,1,0,1,0,2,0
96,2013,NYK,SAS,2013-11-10,1.0,21300094,2.0,1,1,11,6,2,2,0,1,0,4,0
97,2013,PHI,SAS,2013-11-11,0.22235340417158603,21300100,1.0,0,1,11,0,1,2,1,0,1,3,0
98,2013,IND,MEM,2013-11-11,0.4456372144233416,21300099,2.0,2,0,11,0,1,0,1,0,1,1,0
99,2013,CHA,ATL,2013-11-11,0.4673166640457095,21300098,1.0,0,1,11,0,0,0,1,0,1,0,0
100,2013,UTA,DEN,2013-11-11,0.6941389181859273,21300104,0.0,0,0,11,0,0,0,1,0,1,0,0
101,2013,HOU,TOR,2013-11-11,1.0,21300103,3.0,2,1,11,0,3,0,1,0,1,3,0
102,2013,BOS,ORL,2013-11-11,1.0,21300101,0.0,0,0,11,0,1,0,1,0,1,1,0
103,2013,POR,DET,2013-11-11,0.7489089051908255,21300105,2.0,2,0,11,0,1,0,1,0,1,1,0
104,2013,LAC,MIN,2013-11-11,1.0,21300106,3.0,2,1,11,0,2,1,1,0,1,3,0
105,2013,CHI,CLE,2013-11-11,1.0,21300102,2.0,1,1,11,0,2,1,1,0,1,3,0
106,2013,LAL,NOP,2013-11-12,0.9398852450386904,21300110,2.0,1,1,11,1,1,1,0,0,1,2,0
107,2013,GSW,DET,2013-11-12,1.0,21300109,1.0,1,0,11,1,1,0,0,0,1,1,0
108,2013,MIA,MIL,2013-11-12,1.0,21300107,3.0,3,0,11,1,3,0,0,0,1,3,1
109,2013,DAL,WAS,2013-11-12,1.0,21300108,2.0,1,1,11,1,1,1,0,0,1,2,0
110,2013,PHI,HOU,2013-11-13,0.14826839826839827,21300112,2.0,0,2,11,2,1,3,0,0,1,4,0
111,2013,ORL,MIL,2013-11-13,0.44200360819272,21300111,0.0,0,0,11,2,0,0,0,0,1,0,0
112,2013,MIN,CLE,2013-11-13,0.5476338086381484,21300115,2.0,1,1,11,2,1,1,0,0,1,2,0
113,2013,ATL,NYK,2013-11-13,0.6686429877541974,21300116,2.0,1,1,11,2,0,2,0,0,1,2,0
114,2013,SAC,BRK,2013-11-13,0.7464918865854363,21300121,1.0,0,1,11,2,0,2,0,0,1,2,0
115,2013,MEM,TOR,2013-11-13,0.7629008223411888,21300114,1.0,0,1,11,2,0,0,0,0,1,0,0
116,2013,UTA,NOP,2013-11-13,0.6791723168098036,21300119,1.0,0,1,11,2,0,1,0,0,1,1,0
117,2013,BOS,CHA,2013-11-13,0.8290378006872853,21300113,0.0,0,0,11,2,1,0,0,0,1,1,0
118,2013,DEN,LAL,2013-11-13,0.8610284521012791,21300118,1.0,0,1,11,2,0,1,0,0,1,1,0
119,2013,SAS,WAS,2013-11-13,1.0,21300117,2.0,1,1,11,2,2,1,0,0,1,3,0
120,2013,LAC,OKC,2013-11-13,1.0,21300122,3.0,2,1,11,2,2,2,0,0,1,4,0
121,2013,POR,PHX,2013-11-13,0.814188875475903,21300120,2.0,2,0,11,2,1,0,0,0,1,1,0
122,2013,GSW,OKC,2013-11-14,1.0,21300124,2.0,1,1,11,3,1,2,0,0,1,3,0
123,2013,NYK,HOU,2013-11-14,1.0,21300123,3.0,1,2,11,3,2,3,0,0,1,5,0
124,2013,ATL,PHI,2013-11-15,0.3376184407380728,21300127,1.0,1,0,11,4,0,1,0,0,1,1,0
125,2013,PHX,BRK,2013-11-15,0.6804920359564738,21300132,1.0,0,1,11,4,0,2,0,0,1,2,0
126,2013,IND,MIL,2013-11-15,0.7838700798238369,21300125,2.0,2,0,11,4,1,0,0,0,1,1,0
127,2013,DEN,MIN,2013-11-15,0.7898198903680501,21300131,1.0,0,1,11,4,0,1,0,0,1,1,0
128,2013,SAC,DET,2013-11-15,1.0,21300135,0.0,0,0,11,4,0,0,0,0,1,0,0
129,2013,UTA,SAS,2013-11-15,0.7608357189493244,21300133,1.0,0,1,11,4,0,2,0,0,1,2,0
130,2013,BOS,POR,2013-11-15,1.0,21300128,2.0,0,2,11,4,1,1,0,0,1,2,0
131,2013,CLE,CHA,2013-11-15,0.8168466102519211,21300129,1.0,1,0,11,4,1,0,0,0,1,1,0
132,2013,LAL,MEM,2013-11-15,1.0,21300134,1.0,1,0,11,4,1,0,0,0,1,1,0
133,2013,MIA,DAL,2013-11-15,1.0,21300130,4.0,3,1,11,4,3,1,0,0,1,4,0
134,2013,TOR,CHI,2013-11-15,1.0,21300126,2.0,1,1,11,4,0,2,0,0,1,2,0
135,2013,ORL,DAL,2013-11-16,0.5959885386819485,21300137,1.0,0,1,11,5,0,1,0,1,0,1,0
136,2013,MIN,BOS,2013-11-16,0.5613763174209547,21300142,1.0,1,0,11,5,1,1,0,1,0,2,0
